"","Df","Deviance","Resid. Df","Resid. Dev"
"V76",1,0.163824913667099,1789,333.877536386321
"V77",0,0,1789,333.877536386321
"V78",0,0,1789,333.877536386321
"V79",1,0.046812139989072,1788,333.830724246332
"V80",1,0.0126926464394614,1787,333.818031599893
"V81",1,0.00220635079580234,1786,333.815825249097
"V82",0,0,1786,333.815825249097
"V83",1,0.0635685888220223,1785,333.752256660275
"V84",1,0.135370898365807,1784,333.616885761909
"V85",1,7.69040742625293e-05,1783,333.616808857835
"V86",1,0.0687458428484433,1782,333.548063014986
"V87",0,0,1782,333.548063014986
"V88",1,0.0874225009979455,1781,333.460640513988
"V89",0,0,1781,333.460640513988
"V90",0,0,1781,333.460640513988
"V91",1,0.0722364047614974,1780,333.388404109227
"V92",1,0.0260084800351592,1779,333.362395629192
"V93",1,0.00186441884738997,1778,333.360531210344
"V94",0,0,1778,333.360531210344
"V95",1,0.0208343691612072,1777,333.339696841183
"V96",1,0.0503341332761238,1776,333.289362707907
"V97",0,0,1776,333.289362707907
"V98",1,0.0984220578985742,1775,333.190940650008
"V99",0,0,1775,333.190940650008
"V100",0,0,1775,333.190940650008
"V101",1,0.0453307906408895,1774,333.145609859368
"V102",1,0.00352632027272648,1773,333.142083539095
"V103",1,0.115751979205243,1772,333.02633155989
"V104",1,0.131152563931266,1771,332.895178995958
"V105",0,0,1771,332.895178995958
"V106",1,0.0314676002910232,1770,332.863711395667
"V107",1,0.0244919772499657,1769,332.839219418417
"V108",1,0.0156106461186027,1768,332.823608772299
"V109",0,0,1768,332.823608772299
"V110",1,0.845272918613148,1767,331.978335853686
"V111",0,0,1767,331.978335853686
"V112",1,0.0889362934936457,1766,331.889399560192
"V113",1,0.0666166607142031,1765,331.822782899478
"V114",1,0.00850897541687345,1764,331.814273924061
"V115",1,0.0081268884335941,1763,331.806147035627
"V116",1,0.0541479160220888,1762,331.751999119605
"V117",1,0.0105089459776195,1761,331.741490173628
"V118",0,0,1761,331.741490173628
"V119",1,0.125484455303308,1760,331.616005718324
"V120",1,0.0654009443603059,1759,331.550604773964
"V121",0,0,1759,331.550604773964
"V122",1,0.374482379741607,1758,331.176122394222
"V123",1,0.0591871631025924,1757,331.11693523112
"V124",1,0.0581695188230924,1756,331.058765712297
"V125",1,0.121399796369644,1755,330.937365915927
"V126",1,0.0277675201455736,1754,330.909598395781
"V127",1,0.167679916760505,1753,330.741918479021
"V128",0,0,1753,330.741918479021
"V129",1,0.000115853442480329,1752,330.741802625578
"V130",1,0.00514210434624829,1751,330.736660521232
"V131",0,0,1751,330.736660521232
"V132",0,0,1751,330.736660521232
"V133",1,0.0278563253646666,1750,330.708804195868
"V134",1,0.00606417754136146,1749,330.702740018326
"V135",0,0,1749,330.702740018326
"V136",1,0.122893074102194,1748,330.579846944224
"V137",1,0.0063223796991565,1747,330.573524564525
"V138",1,0.0974021943615071,1746,330.476122370163
"V139",1,0.00370062131145232,1745,330.472421748852
"V140",1,0.193297535667512,1744,330.279124213184
"V141",1,0.00960800554241814,1743,330.269516207642
"V142",1,0.408127703857758,1742,329.861388503784
"V143",1,0.38469883100322,1741,329.476689672781
"V144",1,0.0760421125115727,1740,329.400647560269
"V145",1,0.10139442341125,1739,329.299253136858
"V146",1,0.260172946910643,1738,329.039080189947
"V147",1,0.651110585990239,1737,328.387969603957
"V148",1,0.322462207911542,1736,328.065507396046
"V149",0,0,1736,328.065507396046
"V150",0,0,1736,328.065507396046
"V151",1,6.6819808296259e-05,1735,328.065440576237
"V152",1,0.0749195696271272,1734,327.99052100661
"V153",1,0.00481960496063039,1733,327.98570140165
"V154",1,0.0587735390402599,1732,327.926927862609
"V155",1,0.0529384052397859,1731,327.87398945737
"V156",1,0.037236611792423,1730,327.836752845577
"V157",0,0,1730,327.836752845577
"V158",1,0.0175867287800884,1729,327.819166116797
"V159",1,0.00936419195596727,1728,327.809801924841
"V160",1,0.0235282337386025,1727,327.786273691103
"V161",1,0.00132252349277451,1726,327.78495116761
"V162",0,0,1726,327.78495116761
"V163",1,0.350565752002296,1725,327.434385415607
"V164",1,0.302386846528634,1724,327.131998569079
"V165",1,0.111930646208691,1723,327.02006792287
"V166",1,0.0067160101239665,1722,327.013351912746
"V167",1,0.141890061823688,1721,326.871461850922
"V168",1,0.671162636320162,1720,326.200299214602
"V169",0,0,1720,326.200299214602
"V170",1,0.000529420273380765,1719,326.199769794329
"V171",1,0.0292297479937247,1718,326.170540046335
"V172",1,0.0331993944058695,1717,326.137340651929
"V173",1,0.00763519688234737,1716,326.129705455047
"V174",1,0.103174409573285,1715,326.026531045474
"V175",1,0.0259414496726436,1714,326.000589595801
"V176",1,0.0605489594530013,1713,325.940040636348
"V177",1,0.00384161224121726,1712,325.936199024107
"V178",1,0.0602910560158989,1711,325.875907968091
"V179",1,0.065498233363769,1710,325.810409734727
"V180",1,0.0712671600346084,1709,325.739142574693
"V181",1,0.165847009726178,1708,325.573295564966
"V182",0,0,1708,325.573295564966
"V183",0,0,1708,325.573295564966
"V184",1,0.0151151092671853,1707,325.558180455699
"V185",1,0.0110819790119194,1706,325.547098476687
"V186",1,0.00488844527438914,1705,325.542210031413
"V187",1,0.125884299370625,1704,325.416325732042
"V188",1,0.0606570671551481,1703,325.355668664887
"V189",1,0.0436393984158485,1702,325.312029266471
"V190",1,0.0445029677218827,1701,325.267526298749
"V191",1,0.0066856568043363,1700,325.260840641945
"V192",1,0.0440042321008605,1699,325.216836409844
"V193",1,0.107631758091145,1698,325.109204651753
"V194",1,0.000761755661585539,1697,325.108442896091
"V195",1,0.0133104594999054,1696,325.095132436592
"V196",1,0.0830487746502513,1695,325.012083661941
"V197",1,0.0155210687541398,1694,324.996562593187
"V198",1,0.0296186347947582,1693,324.966943958392
"V199",1,0.00360687537755666,1692,324.963337083015
"V200",1,0.0247837233262658,1691,324.938553359689
"V201",1,0.137783127306875,1690,324.800770232382
"V202",1,0.205153790736858,1689,324.595616441645
"V203",1,0.790573411545267,1688,323.8050430301
"V204",1,0.485446040458271,1687,323.319596989641
"V205",0,0,1687,323.319596989641
"V206",1,0.056638792396086,1686,323.262958197245
"V207",1,0.0246493508531103,1685,323.238308846392
"V208",1,0.326359500804756,1684,322.911949345587
"V209",1,0.762360841810334,1683,322.149588503777
"V210",1,0.0223046130782905,1682,322.127283890699
"V211",1,0.251719188218772,1681,321.87556470248
"V212",1,0.0478075131421178,1680,321.827757189338
"V213",1,0.00949101942268271,1679,321.818266169915
"V214",0,0,1679,321.818266169915
"V215",1,0.0925412214102153,1678,321.725724948505
"V216",1,0.0246776288055912,1677,321.701047319699
"V217",1,0.0187016717237611,1676,321.682345647976
"V218",1,0.0483407992147136,1675,321.634004848761
"V219",1,0.921194232915241,1674,320.712810615846
"V220",1,0.0968995172686959,1673,320.615911098577
"V221",1,0.102813258955678,1672,320.513097839621
"V222",0,0,1672,320.513097839621
"V223",1,0.000363480588816856,1671,320.512734359032
"V224",1,0.103517284879331,1670,320.409217074153
"V225",1,0.0196153713078502,1669,320.389601702845
"V226",1,0.0849186333275611,1668,320.304683069518
"V227",1,0.00279574672805438,1667,320.30188732279
"V228",1,0.00263849782123771,1666,320.299248824968
"V229",1,0.0285062014017967,1665,320.270742623567
"V230",1,0.35199849814552,1664,319.918744125421
"V231",1,0.0516095764233455,1663,319.867134548998
"V232",1,0.0539225310558891,1662,319.813212017942
"V233",1,0.00205150672826448,1661,319.811160511214
"V234",1,0.00696701895645901,1660,319.804193492257
"V235",1,0.0070831778042475,1659,319.797110314453
"V236",1,0.0323787384008938,1658,319.764731576052
"V237",0,0,1658,319.764731576052
"V238",1,0.0867450662253759,1657,319.677986509827
"V239",0,0,1657,319.677986509827
"V240",1,0.00176977822815161,1656,319.676216731598
"V241",1,0.203637756421415,1655,319.472578975177
"V242",0,0,1655,319.472578975177
"V243",0,0,1655,319.472578975177
"V244",0,0,1655,319.472578975177
"V245",1,0.0907108125348941,1654,319.381868162642
"V246",1,0.183563419946665,1653,319.198304742695
"V247",1,0.0612249266320646,1652,319.137079816063
"V248",0,0,1652,319.137079816063
"V249",1,0.0719745702937189,1651,319.06510524577
"V250",1,0.011676505244111,1650,319.053428740526
"V251",1,5.61294201020246e-05,1649,319.053372611105
"V252",1,0.200696508550266,1648,318.852676102555
"V253",1,0.0800341682202088,1647,318.772641934335
"V254",1,0.0810215174789732,1646,318.691620416856
"V255",1,1.03564891273504,1645,317.655971504121
"V256",0,0,1645,317.655971504121
"V257",0,0,1645,317.655971504121
"V258",1,0.0472749177960736,1644,317.608696586325
"V259",1,0.00559689451370105,1643,317.603099691811
"V260",1,0.209194620902508,1642,317.393905070909
"V261",1,0.0637217030110833,1641,317.330183367898
"V262",1,0.00293339802919945,1640,317.327249969868
"V263",1,0.0124774927601266,1639,317.314772477108
"V264",1,0.0348695888999941,1638,317.279902888208
"V265",1,0.243729433572526,1637,317.036173454636
"V266",0,0,1637,317.036173454636
"V267",1,2.2494369042127,1636,314.786736550423
"V268",0,0,1636,314.786736550423
"V269",1,0.773854542282493,1635,314.012882008141
"V270",1,0.656682247417848,1634,313.356199760723
"V271",1,0.15166734523433,1633,313.204532415488
"V272",0,0,1633,313.204532415488
"V273",0,0,1633,313.204532415488
"V274",1,0.109772620729075,1632,313.094759794759
"V275",1,0.544419554390174,1631,312.550340240369
"V276",0,0,1631,312.550340240369
"V277",1,0.071538476034732,1630,312.478801764334
"V278",1,0.00580496892263227,1629,312.472996795412
"V279",1,0.71329949626147,1628,311.75969729915
"V280",0,0,1628,311.75969729915
"V281",0,0,1628,311.75969729915
"V282",1,0.527043901688899,1627,311.232653397461
"V283",1,0.927951797323715,1626,310.304701600138
"V284",1,0.0348647478868429,1625,310.269836852251
"V285",0,0,1625,310.269836852251
"V286",1,0.0308450646209053,1624,310.23899178763
"V287",1,0.17671305493468,1623,310.062278732695
"V288",1,0.143145695134535,1622,309.919133037561
"V289",1,0.0614542596011347,1621,309.85767877796
"V290",1,0.00123535362121174,1620,309.856443424338
"V291",1,0.372094524297211,1619,309.484348900041
"V292",0,0,1619,309.484348900041
"V293",1,0.0712937279156449,1618,309.413055172126
"V294",0,0,1618,309.413055172126
"V295",0,0,1618,309.413055172126
"V296",0,0,1618,309.413055172126
"V297",0,0,1618,309.413055172126
"V298",0,0,1618,309.413055172126
"V299",1,0.0898877872448338,1617,309.323167384881
"V300",1,0.00437186432952785,1616,309.318795520551
"V301",1,0.636164735372461,1615,308.682630785179
"V302",0,0,1615,308.682630785179
"V303",1,0.0287048821897429,1614,308.653925902989
"V304",0,0,1614,308.653925902989
"V305",0,0,1614,308.653925902989
"V306",1,0.426765450032804,1613,308.227160452956
"V307",1,0.093415203122845,1612,308.133745249833
"V308",0,0,1612,308.133745249833
"V309",0,0,1612,308.133745249833
"V310",0,0,1612,308.133745249833
"V311",0,0,1612,308.133745249833
"V312",0,0,1612,308.133745249833
"V313",1,0.38220187846656,1611,307.751543371367
"V314",0,0,1611,307.751543371367
"V315",1,0.0279931244139107,1610,307.723550246953
"V316",1,0.0721658308598876,1609,307.651384416093
"V317",0,0,1609,307.651384416093
"V318",1,0.273484565393915,1608,307.377899850699
"V319",1,0.440925912591183,1607,306.936973938108
"V320",1,0.549812979721708,1606,306.387160958386
"V321",1,0.196650106740833,1605,306.190510851645
"V322",1,0.101340519777182,1604,306.089170331868
"V323",0,0,1604,306.089170331868
"V324",1,0.882866545746026,1603,305.206303786122
"V325",0,0,1603,305.206303786122
"V326",1,0.00378281168764261,1602,305.202520974434
"V327",1,1.23352868635186,1601,303.968992288083
"V328",0,0,1601,303.968992288083
"V329",1,0.00695880449563901,1600,303.962033483587
"V330",1,0.0577684525532618,1599,303.904265031034
"V331",1,0.0220269156388895,1598,303.882238115395
"V332",0,0,1598,303.882238115395
"V333",1,0.0407224106338617,1597,303.841515704761
"V334",1,0.0505881728471991,1596,303.790927531914
"V335",1,0.405167013835012,1595,303.385760518079
"V336",1,1.73120928475959,1594,301.654551233319
"V337",1,0.131638410733615,1593,301.522912822586
"V338",1,0.0613251978583662,1592,301.461587624727
"V339",1,0.134255075224587,1591,301.327332549503
"V340",1,0.243111090663604,1590,301.084221458839
"V341",1,0.0139220797657913,1589,301.070299379073
"V342",1,0.0507747303409474,1588,301.019524648732
"V343",0,0,1588,301.019524648732
"V344",0,0,1588,301.019524648732
"V345",1,0.0827640023740059,1587,300.936760646358
"V346",0,0,1587,300.936760646358
"V347",1,0.0894945399354015,1586,300.847266106423
"V348",0,0,1586,300.847266106423
"V349",1,0.0790395489678986,1585,300.768226557455
"V350",1,0.126675034863013,1584,300.641551522592
"V351",1,0.514408764464122,1583,300.127142758128
"V352",1,0.0305918201667055,1582,300.096550937961
"V353",1,0.497525744505595,1581,299.599025193456
"V354",1,0.116326559549009,1580,299.482698633907
"V355",1,0.0432597022867753,1579,299.43943893162
"V356",1,0.106910153740159,1578,299.33252877788
"V357",1,0.0450345135685097,1577,299.287494264311
"V358",1,0.0297005780406607,1576,299.25779368627
"V359",0,0,1576,299.25779368627
"V360",1,0,1575,300.33494572129
"V361",1,0.206852148271764,1574,300.128093573018
"V362",1,0.0466394133644599,1573,300.081454159654
"V363",0,0,1573,300.081454159654
"V364",1,0.375957205520479,1572,299.705496954133
"V365",1,0.00561156812000263,1571,299.699885386013
"V366",0,0,1571,299.699885386013
"V367",0,0,1571,299.699885386013
"V368",0,0,1571,299.699885386013
"V369",0,0,1571,299.699885386013
"V370",0,0,1571,299.699885386013
"V371",1,0.00671353204410252,1570,299.693171853969
"V372",0,0,1570,299.693171853969
"V373",1,0.0945996998132159,1569,299.598572154156
"V374",0,0,1569,299.598572154156
"V375",1,0.414200669559762,1568,299.184371484596
"V376",0,0,1568,299.184371484596
"V377",1,0.254631701884762,1567,298.929739782711
"V378",0,0,1567,298.929739782711
"V379",0,0,1567,298.929739782711
"V380",1,0.00105350146230876,1566,298.928686281249
"V381",0,0,1566,298.928686281249
"V382",0,0,1566,298.928686281249
"V383",0,0,1566,298.928686281249
"V384",1,0.223974140706275,1565,298.704712140543
"V385",0,0,1565,298.704712140543
"V386",0,0,1565,298.704712140543
"V387",1,0.251140205194872,1564,298.453571935348
"V388",1,0.643030231550654,1563,297.810541703797
"V389",0,0,1563,297.810541703797
"V390",1,3.93953527569465,1562,293.871006428103
"V391",0,0,1562,293.871006428103
"V392",0,0,1562,293.871006428103
"V393",1,0,1561,293.87309778122
"V394",1,0.0904940626833763,1560,293.782603718537
"V395",1,0.0202486366401331,1559,293.762355081897
"V396",1,0.289612142359545,1558,293.472742939537
"V397",1,0.0584981907031192,1557,293.414244748834
"V398",1,0.664828889240312,1556,292.749415859594
"V399",1,1.07705006749603,1555,291.672365792098
"V400",1,0.125678439199135,1554,291.546687352899
"V401",1,0.018748188977554,1553,291.527939163921
"V402",1,0.0230928477580505,1552,291.504846316163
"V403",1,2.65423915493744,1551,288.850607161226
"V404",1,0.407156453930611,1550,288.443450707295
"V405",1,0.00195517577617466,1549,288.441495531519
"V406",1,0.187010987449412,1548,288.254484544069
"V407",1,0.22738084561837,1547,288.027103698451
"V408",1,0.174390242168215,1546,287.852713456283
"V409",0,0,1546,287.852713456283
"V410",1,0.200930560342329,1545,287.65178289594
"V411",1,0.00395833718806671,1544,287.647824558752
"V412",1,0.840729406806247,1543,286.807095151946
"V413",0,0,1543,286.807095151946
"V414",1,0.172776588537772,1542,286.634318563408
"V415",1,0.207685384176614,1541,286.426633179232
"V416",1,0.0392826699567763,1540,286.387350509275
"V417",1,0.539487938210812,1539,285.847862571064
"V418",1,0,1538,285.848072317399
"V419",1,0.125965466698801,1537,285.7221068507
"V420",1,0.535254909230616,1536,285.186851941469
"V421",1,0.00291840869596172,1535,285.183933532773
"V422",1,0.0935672798247538,1534,285.090366252949
"V423",0,0,1534,285.090366252949
"V424",1,0.483405778419751,1533,284.606960474529
"V425",1,0.0225894123632315,1532,284.584371062166
"V426",1,0.0140128448321661,1531,284.570358217333
"V427",1,0.378610531743789,1530,284.19174768559
"V428",0,0,1530,284.19174768559
"V429",0,0,1530,284.19174768559
"V430",1,0.407316586581715,1529,283.784431099008
"V431",1,0.412401055083876,1528,283.372030043924
"V432",1,0.245299696389509,1527,283.126730347535
"V433",1,0.00387763034967747,1526,283.122852717185
"V434",1,0.092494816656199,1525,283.030357900529
"V435",1,0.309962924400338,1524,282.720394976128
"V436",0,0,1524,282.720394976128
"V437",1,0.584996427940382,1523,282.135398548188
"V438",1,0.0954718290842607,1522,282.039926719104
"V439",1,0.0120617485567323,1521,282.027864970547
"V440",0,0,1521,282.027864970547
"V441",0,0,1521,282.027864970547
"V442",1,0.5572369975024,1520,281.470627973045
"V443",1,0.338487271784913,1519,281.13214070126
"V444",1,0.0337559091515232,1518,281.098384792108
"V445",0,0,1518,281.098384792108
"V446",1,0.432244314450827,1517,280.666140477657
"V447",1,0.123836181288709,1516,280.542304296369
"V448",0,0,1516,280.542304296369
"V449",1,1.09428842222934,1515,279.448015874139
"V450",0,0,1515,279.448015874139
"V451",0,0,1515,279.448015874139
"V452",0,0,1515,279.448015874139
"V453",1,0.0587992400484154,1514,279.389216634091
"V454",1,0,1513,279.578207731566
"V455",0,0,1513,279.578207731566
"V456",0,0,1513,279.578207731566
"V457",0,0,1513,279.578207731566
"V458",1,0.102989369315765,1512,279.47521836225
"V459",0,0,1512,279.47521836225
"V460",1,0.224660569575576,1511,279.250557792674
"V461",1,0.414531646569799,1510,278.836026146105
"V462",1,0.0352051361394388,1509,278.800821009965
"V463",0,0,1509,278.800821009965
"V464",0,0,1509,278.800821009965
"V465",0,0,1509,278.800821009965
"V466",1,0.137570768984062,1508,278.663250240981
"V467",0,0,1508,278.663250240981
"V468",0,0,1508,278.663250240981
"V469",1,0.458632082370343,1507,278.204618158611
"V470",1,0.0900115170712752,1506,278.114606641539
"V471",1,0.152634850433401,1505,277.961971791106
"V472",1,0.455531766811248,1504,277.506440024295
"V473",1,0.0884356564325799,1503,277.418004367862
"V474",1,5.04096014604625,1502,272.377044221816
"V475",0,0,1502,272.377044221816
"V476",1,0.137847828608017,1501,272.239196393208
"V477",0,0,1501,272.239196393208
"V478",1,0.477888969818821,1500,271.761307423389
"V479",1,0.123322928110952,1499,271.637984495278
"V480",0,0,1499,271.637984495278
"V481",1,0.148420071132989,1498,271.489564424145
"V482",0,0,1498,271.489564424145
"V483",0,0,1498,271.489564424145
"V484",0,0,1498,271.489564424145
"V485",1,0.213707766524635,1497,271.275856657621
"V486",1,0,1496,271.283275633085
"V487",0,0,1496,271.283275633085
"V488",0,0,1496,271.283275633085
"V489",0,0,1496,271.283275633085
"V490",1,0.193414516187261,1495,271.089861116898
"V491",0,0,1495,271.089861116898
"V492",0,0,1495,271.089861116898
"V493",1,0.201120463941095,1494,270.888740652957
"V494",0,0,1494,270.888740652957
"V495",1,0.13032460034583,1493,270.758416052611
"V496",0,0,1493,270.758416052611
"V497",1,0.00133365638504301,1492,270.757082396226
"V498",0,0,1492,270.757082396226
"V499",0,0,1492,270.757082396226
"V500",0,0,1492,270.757082396226
"V501",0,0,1492,270.757082396226
"V502",0,0,1492,270.757082396226
"V503",0,0,1492,270.757082396226
"V504",0,0,1492,270.757082396226
"V505",0,0,1492,270.757082396226
"V506",1,0.0643538145062621,1491,270.69272858172
"V507",1,0.028129421101994,1490,270.664599160618
"V508",0,0,1490,270.664599160618
"V509",1,0.224362102020734,1489,270.440237058597
"V510",0,0,1489,270.440237058597
"V511",0,0,1489,270.440237058597
"V512",1,0.155147729245584,1488,270.285089329352
"V513",1,0.0156672015844492,1487,270.269422127767
"V514",0,0,1487,270.269422127767
"V515",1,0.0259055961956278,1486,270.243516531572
"V516",0,0,1486,270.243516531572
"V517",0,0,1486,270.243516531572
"V518",1,0.0732686705893002,1485,270.170247860982
"V519",0,0,1485,270.170247860982
"V520",0,0,1485,270.170247860982
"V521",0,0,1485,270.170247860982
"V522",0,0,1485,270.170247860982
"V523",0,0,1485,270.170247860982
"V524",0,0,1485,270.170247860982
"V525",0,0,1485,270.170247860982
"V526",1,0.554083591372262,1484,269.61616426961
"V527",1,0.127400049440894,1483,269.488764220169
"V528",0,0,1483,269.488764220169
"V529",0,0,1483,269.488764220169
"V530",0,0,1483,269.488764220169
"V531",0,0,1483,269.488764220169
"V532",0,0,1483,269.488764220169
"V533",0,0,1483,269.488764220169
"V534",1,0.0492393255118486,1482,269.439524894657
"V535",1,0.0764056288195434,1481,269.363119265838
"V536",1,0.569513975708503,1480,268.793605290129
"V537",1,0.102449375891695,1479,268.691155914238
"V538",0,0,1479,268.691155914238
"V539",1,0.586901909192136,1478,268.104254005045
"V540",1,0.0111272280718708,1477,268.093126776974
"V541",1,0.459605166013432,1476,267.63352161096
"V542",1,0,1475,267.658480233644
"V543",0,0,1475,267.658480233644
"V544",1,0.0051080974212141,1474,267.653372136223
"V545",0,0,1474,267.653372136223
"V546",0,0,1474,267.653372136223
"V547",1,0.0373265764826556,1473,267.61604555974
"V548",0,0,1473,267.61604555974
"V549",1,0.144983571387513,1472,267.471061988352
"V550",0,0,1472,267.471061988352
"V551",1,0,1471,267.481238939493
"V552",1,0.0171576262830513,1470,267.46408131321
"V553",0,0,1470,267.46408131321
"V554",0,0,1470,267.46408131321
"V555",1,0.0843205534608273,1469,267.379760759749
"V556",0,0,1469,267.379760759749
"V557",0,0,1469,267.379760759749
"V558",1,0.119582059321033,1468,267.260178700428
"V559",0,0,1468,267.260178700428
"V560",0,0,1468,267.260178700428
"V561",1,0.48846643482068,1467,266.771712265607
"V562",1,0,1466,266.777199292453
"V563",0,0,1466,266.777199292453
"V564",0,0,1466,266.777199292453
"V565",1,0.305905733473367,1465,266.47129355898
"V566",1,1.2307729551012,1464,265.240520603879
"V567",0,0,1464,265.240520603879
"V568",0,0,1464,265.240520603879
"V569",0,0,1464,265.240520603879
"V570",0,0,1464,265.240520603879
"V571",1,0.0216929097050524,1463,265.218827694174
"V572",1,0.286134256011621,1462,264.932693438162
"V573",1,0.546651077672493,1461,264.386042360489
"V574",1,0.106623994708173,1460,264.279418365781
"V575",0,0,1460,264.279418365781
"V576",0,0,1460,264.279418365781
"V577",1,0.0377587157622088,1459,264.241659650019
"V578",0,0,1459,264.241659650019
"V579",0,0,1459,264.241659650019
"V580",0,0,1459,264.241659650019
"V581",0,0,1459,264.241659650019
"V582",0,0,1459,264.241659650019
"V583",0,0,1459,264.241659650019
"V584",0,0,1459,264.241659650019
"V585",0,0,1459,264.241659650019
"V586",0,0,1459,264.241659650019
"V587",0,0,1459,264.241659650019
"V588",1,0.391244094991634,1458,263.850415555027
"V589",0,0,1458,263.850415555027
"V590",1,0.109645441531086,1457,263.740770113496
"V591",0,0,1457,263.740770113496
"V592",0,0,1457,263.740770113496
"V593",0,0,1457,263.740770113496
"V594",1,0,1456,263.826073774485
"V595",0,0,1456,263.826073774485
"V596",0,0,1456,263.826073774485
"V597",0,0,1456,263.826073774485
"V598",0,0,1456,263.826073774485
"V599",0,0,1456,263.826073774485
"V600",0,0,1456,263.826073774485
"V601",1,0.0723538985439518,1455,263.753719875941
"V602",0,0,1455,263.753719875941
"V603",0,0,1455,263.753719875941
"V604",0,0,1455,263.753719875941
"V605",0,0,1455,263.753719875941
"V606",1,0.0469483337448082,1454,263.706771542196
"V607",0,0,1454,263.706771542196
"V608",0,0,1454,263.706771542196
"V609",0,0,1454,263.706771542196
"V610",0,0,1454,263.706771542196
"V611",0,0,1454,263.706771542196
"V612",1,0,1453,263.721580951791
"V613",0,0,1453,263.721580951791
"V614",0,0,1453,263.721580951791
"V615",0,0,1453,263.721580951791
"V616",0,0,1453,263.721580951791
"V617",1,0.0075140524607491,1452,263.71406689933
"V618",0,0,1452,263.71406689933
"V619",0,0,1452,263.71406689933
"V620",0,0,1452,263.71406689933
"V621",0,0,1452,263.71406689933
"V622",0,0,1452,263.71406689933
"V623",0,0,1452,263.71406689933
"V624",0,0,1452,263.71406689933
"V625",0,0,1452,263.71406689933
"V626",0,0,1452,263.71406689933
"V627",0,0,1452,263.71406689933
"V628",0,0,1452,263.71406689933
"V629",0,0,1452,263.71406689933
"V630",0,0,1452,263.71406689933
"V631",0,0,1452,263.71406689933
"V632",0,0,1452,263.71406689933
"V633",1,0.0433989910431478,1451,263.670667908287
"V634",0,0,1451,263.670667908287
"V635",0,0,1451,263.670667908287
"V636",0,0,1451,263.670667908287
"V637",0,0,1451,263.670667908287
"V638",0,0,1451,263.670667908287
"V639",0,0,1451,263.670667908287
