"","Df","Deviance","Resid. Df","Resid. Dev"
"V77",0,0,604,117.688957004905
"V78",0,0,604,117.688957004905
"V79",0,0,604,117.688957004905
"V80",0,0,604,117.688957004905
"V81",0,0,604,117.688957004905
"V82",0,0,604,117.688957004905
"V83",0,0,604,117.688957004905
"V84",0,0,604,117.688957004905
"V85",0,0,604,117.688957004905
"V86",0,0,604,117.688957004905
"V87",0,0,604,117.688957004905
"V88",0,0,604,117.688957004905
"V89",0,0,604,117.688957004905
"V90",0,0,604,117.688957004905
"V91",0,0,604,117.688957004905
"V92",0,0,604,117.688957004905
"V93",0,0,604,117.688957004905
"V94",0,0,604,117.688957004905
"V95",0,0,604,117.688957004905
"V96",0,0,604,117.688957004905
"V97",0,0,604,117.688957004905
"V98",1,0.139521338945542,603,117.54943566596
"V99",0,0,603,117.54943566596
"V100",0,0,603,117.54943566596
"V101",0,0,603,117.54943566596
"V102",0,0,603,117.54943566596
"V103",0,0,603,117.54943566596
"V104",0,0,603,117.54943566596
"V105",0,0,603,117.54943566596
"V106",1,0.0778837614962811,602,117.471551904463
"V107",0,0,602,117.471551904463
"V108",1,0.0781511417889647,601,117.393400762674
"V109",0,0,601,117.393400762674
"V110",0,0,601,117.393400762674
"V111",0,0,601,117.393400762674
"V112",0,0,601,117.393400762674
"V113",0,0,601,117.393400762674
"V114",1,0.0156624352019179,600,117.377738327472
"V115",0,0,600,117.377738327472
"V116",1,0.00215590892614159,599,117.375582418546
"V117",0,0,599,117.375582418546
"V118",0,0,599,117.375582418546
"V119",1,0.0997545906800781,598,117.275827827866
"V120",0,0,598,117.275827827866
"V121",0,0,598,117.275827827866
"V122",0,0,598,117.275827827866
"V123",0,0,598,117.275827827866
"V124",0,0,598,117.275827827866
"V125",0,0,598,117.275827827866
"V126",0,0,598,117.275827827866
"V127",0,0,598,117.275827827866
"V128",0,0,598,117.275827827866
"V129",0,0,598,117.275827827866
"V130",0,0,598,117.275827827866
"V131",0,0,598,117.275827827866
"V132",0,0,598,117.275827827866
"V133",0,0,598,117.275827827866
"V134",0,0,598,117.275827827866
"V135",0,0,598,117.275827827866
"V136",0,0,598,117.275827827866
"V137",0,0,598,117.275827827866
"V138",1,0.383754062107556,597,116.892073765759
"V139",0,0,597,116.892073765759
"V140",1,0.153363837001976,596,116.738709928757
"V141",1,0.24923802696614,595,116.489471901791
"V142",1,0.4283316786765,594,116.061140223114
"V143",1,0.00123690559438216,593,116.05990331752
"V144",0,0,593,116.05990331752
"V145",1,0.846881547541329,592,115.213021769978
"V146",1,0.00762489233571273,591,115.205396877643
"V147",1,0.0769025447820866,590,115.12849433286
"V148",1,0.20570805842523,589,114.922786274435
"V149",0,0,589,114.922786274435
"V150",0,0,589,114.922786274435
"V151",0,0,589,114.922786274435
"V152",0,0,589,114.922786274435
"V153",0,0,589,114.922786274435
"V154",0,0,589,114.922786274435
"V155",0,0,589,114.922786274435
"V156",0,0,589,114.922786274435
"V157",0,0,589,114.922786274435
"V158",0,0,589,114.922786274435
"V159",0,0,589,114.922786274435
"V160",0,0,589,114.922786274435
"V161",1,0.0832964340092843,588,114.839489840426
"V162",0,0,588,114.839489840426
"V163",1,0.0780200080288296,587,114.761469832397
"V164",0,0,587,114.761469832397
"V165",1,0.0777064957677851,586,114.683763336629
"V166",1,0.0505054933126843,585,114.633257843317
"V167",0,0,585,114.633257843317
"V168",1,0.566754505693808,584,114.066503337623
"V169",0,0,584,114.066503337623
"V170",0,0,584,114.066503337623
"V171",0,0,584,114.066503337623
"V172",1,0.0755924409050408,583,113.990910896718
"V173",1,0.02068167279036,582,113.970229223927
"V174",1,0.124141458590216,581,113.846087765337
"V175",0,0,581,113.846087765337
"V176",1,0.147372162204832,580,113.698715603132
"V177",1,0.0132735420448711,579,113.685442061088
"V178",0,0,579,113.685442061088
"V179",0,0,579,113.685442061088
"V180",1,0.210700521201147,578,113.474741539886
"V181",1,0.0924886804676959,577,113.382252859419
"V182",0,0,577,113.382252859419
"V183",0,0,577,113.382252859419
"V184",0,0,577,113.382252859419
"V185",1,0.0889110600325012,576,113.293341799386
"V186",1,0.0146011807734965,575,113.278740618613
"V187",0,0,575,113.278740618613
"V188",1,0.0930854510014996,574,113.185655167611
"V189",0,0,574,113.185655167611
"V190",1,0.0292564088963019,573,113.156398758715
"V191",0,0,573,113.156398758715
"V192",1,0.0577081170789739,572,113.098690641636
"V193",0,0,572,113.098690641636
"V194",0,0,572,113.098690641636
"V195",1,0.209528714086517,571,112.889161927549
"V196",0,0,571,112.889161927549
"V197",0,0,571,112.889161927549
"V198",0,0,571,112.889161927549
"V199",0,0,571,112.889161927549
"V200",1,0.0944007060286225,570,112.794761221521
"V201",1,0.0382726928430799,569,112.756488528678
"V202",0,0,569,112.756488528678
"V203",0,0,569,112.756488528678
"V204",1,0.0954122799191595,568,112.661076248759
"V205",0,0,568,112.661076248759
"V206",0,0,568,112.661076248759
"V207",1,0.0735018172006932,567,112.587574431558
"V208",1,0.071490507630898,566,112.516083923927
"V209",0,0,566,112.516083923927
"V210",1,0.189232644346632,565,112.32685127958
"V211",1,0.0785343514324666,564,112.248316928148
"V212",1,0.00985752114917204,563,112.238459406999
"V213",0,0,563,112.238459406999
"V214",0,0,563,112.238459406999
"V215",1,0.0769021838165287,562,112.161557223182
"V216",0,0,562,112.161557223182
"V217",1,0.164253064801258,561,111.997304158381
"V218",1,0.0668913991374467,560,111.930412759243
"V219",1,0.339332934501769,559,111.591079824742
"V220",0,0,559,111.591079824742
"V221",1,0.645676531425082,558,110.945403293317
"V222",0,0,558,110.945403293317
"V223",1,0.0279420686598684,557,110.917461224657
"V224",1,0.24790726303479,556,110.669553961622
"V225",0,0,556,110.669553961622
"V226",1,0.0182970165207337,555,110.651256945101
"V227",1,4.70736474085243e-05,554,110.651209871454
"V228",1,0.000139887639818426,553,110.651069983814
"V229",1,0.155909183762859,552,110.495160800051
"V230",1,0.587865639507356,551,109.907295160544
"V231",1,0.459657263404907,550,109.447637897139
"V232",1,0.468472286282179,549,108.979165610857
"V233",1,0.0944383453589097,548,108.884727265498
"V234",0,0,548,108.884727265498
"V235",1,0.0504873997929849,547,108.834239865705
"V236",1,0.0141392228513411,546,108.820100642853
"V237",0,0,546,108.820100642853
"V238",1,0.0907735287963902,545,108.729327114057
"V239",0,0,545,108.729327114057
"V240",0,0,545,108.729327114057
"V241",0,0,545,108.729327114057
"V242",0,0,545,108.729327114057
"V243",0,0,545,108.729327114057
"V244",0,0,545,108.729327114057
"V245",0,0,545,108.729327114057
"V246",0,0,545,108.729327114057
"V247",0,0,545,108.729327114057
"V248",0,0,545,108.729327114057
"V249",0,0,545,108.729327114057
"V250",0,0,545,108.729327114057
"V251",1,0.135722497740929,544,108.593604616316
"V252",0,0,544,108.593604616316
"V253",1,0.126968781995259,543,108.466635834321
"V254",0,0,543,108.466635834321
"V255",1,0.967235830224851,542,107.499400004096
"V256",0,0,542,107.499400004096
"V257",0,0,542,107.499400004096
"V258",0,0,542,107.499400004096
"V259",1,0.162213719194042,541,107.337186284902
"V260",0,0,541,107.337186284902
"V261",1,0.00443664620007667,540,107.332749638702
"V262",0,0,540,107.332749638702
"V263",0,0,540,107.332749638702
"V264",0,0,540,107.332749638702
"V265",1,0.0148262722061645,539,107.317923366496
"V266",0,0,539,107.317923366496
"V267",1,0.147277119373911,538,107.170646247122
"V268",0,0,538,107.170646247122
"V269",1,0.242044422262211,537,106.92860182486
"V270",1,0.000344615216747002,536,106.928257209643
"V271",1,0.0798072821697247,535,106.848449927473
"V272",0,0,535,106.848449927473
"V273",0,0,535,106.848449927473
"V274",0,0,535,106.848449927473
"V275",1,0.0563588744873442,534,106.792091052986
"V276",0,0,534,106.792091052986
"V277",0,0,534,106.792091052986
"V278",0,0,534,106.792091052986
"V279",1,0.0143416922584265,533,106.777749360727
"V280",0,0,533,106.777749360727
"V281",0,0,533,106.777749360727
"V282",0,0,533,106.777749360727
"V283",1,1.22472538217826,532,105.553023978549
"V284",0,0,532,105.553023978549
"V285",0,0,532,105.553023978549
"V286",0,0,532,105.553023978549
"V287",0,0,532,105.553023978549
"V288",0,0,532,105.553023978549
"V289",0,0,532,105.553023978549
"V290",0,0,532,105.553023978549
"V291",1,0.124479884336608,531,105.428544094213
"V292",0,0,531,105.428544094213
"V293",0,0,531,105.428544094213
"V294",0,0,531,105.428544094213
"V295",0,0,531,105.428544094213
"V296",0,0,531,105.428544094213
"V297",0,0,531,105.428544094213
"V298",0,0,531,105.428544094213
"V299",0,0,531,105.428544094213
"V300",1,0.0806851552559635,530,105.347858938957
"V301",1,0.0428582954426133,529,105.305000643514
"V302",0,0,529,105.305000643514
"V303",0,0,529,105.305000643514
"V304",0,0,529,105.305000643514
"V305",0,0,529,105.305000643514
"V306",1,0.0597951947419517,528,105.245205448772
"V307",0,0,528,105.245205448772
"V308",0,0,528,105.245205448772
"V309",0,0,528,105.245205448772
"V310",0,0,528,105.245205448772
"V311",0,0,528,105.245205448772
"V312",0,0,528,105.245205448772
"V313",1,0,527,105.632947843488
"V314",0,0,527,105.632947843488
"V315",0,0,527,105.632947843488
"V316",0,0,527,105.632947843488
"V317",0,0,527,105.632947843488
"V318",0,0,527,105.632947843488
"V319",0,0,527,105.632947843488
"V320",0,0,527,105.632947843488
"V321",0,0,527,105.632947843488
"V322",0,0,527,105.632947843488
"V323",0,0,527,105.632947843488
"V324",1,0.498027339388301,526,105.134920504099
"V325",0,0,526,105.134920504099
"V326",1,0.221909663331473,525,104.913010840768
"V327",1,1.88857257892559,524,103.024438261842
"V328",0,0,524,103.024438261842
"V329",1,0.487565280153916,523,102.536872981688
"V330",1,0.252550616964839,522,102.284322364723
"V331",0,0,522,102.284322364723
"V332",0,0,522,102.284322364723
"V333",1,4.28966723698643,521,97.994655127737
"V334",1,0.781960585212431,520,97.2126945425245
"V335",1,0.338286292811588,519,96.874408249713
"V336",1,0.469377634781026,518,96.4050306149319
"V337",1,1.19761117109405,517,95.2074194438379
"V338",1,0.168940844301105,516,95.0384785995368
"V339",1,1.55877366184248,515,93.4797049376943
"V340",0,0,515,93.4797049376943
"V341",0,0,515,93.4797049376943
"V342",0,0,515,93.4797049376943
"V343",0,0,515,93.4797049376943
"V344",0,0,515,93.4797049376943
"V345",0,0,515,93.4797049376943
"V346",0,0,515,93.4797049376943
"V347",0,0,515,93.4797049376943
"V348",0,0,515,93.4797049376943
"V349",0,0,515,93.4797049376943
"V350",0,0,515,93.4797049376943
"V351",0,0,515,93.4797049376943
"V352",1,0.102054366513215,514,93.3776505711811
"V353",0,0,514,93.3776505711811
"V354",0,0,514,93.3776505711811
"V355",1,0.0253848964857468,513,93.3522656746953
"V356",1,0.0871845060207335,512,93.2650811686746
"V357",1,0.00187539626202238,511,93.2632057724126
"V358",0,0,511,93.2632057724126
"V359",0,0,511,93.2632057724126
"V360",0,0,511,93.2632057724126
"V361",0,0,511,93.2632057724126
"V362",0,0,511,93.2632057724126
"V363",0,0,511,93.2632057724126
"V364",1,0.00899451830622411,510,93.2542112541064
"V365",0,0,510,93.2542112541064
"V366",0,0,510,93.2542112541064
"V367",0,0,510,93.2542112541064
"V368",0,0,510,93.2542112541064
"V369",0,0,510,93.2542112541064
"V370",0,0,510,93.2542112541064
"V371",0,0,510,93.2542112541064
"V372",0,0,510,93.2542112541064
"V373",0,0,510,93.2542112541064
"V374",0,0,510,93.2542112541064
"V375",0,0,510,93.2542112541064
"V376",0,0,510,93.2542112541064
"V377",0,0,510,93.2542112541064
"V378",0,0,510,93.2542112541064
"V379",0,0,510,93.2542112541064
"V380",0,0,510,93.2542112541064
"V381",0,0,510,93.2542112541064
"V382",0,0,510,93.2542112541064
"V383",0,0,510,93.2542112541064
"V384",1,0.0477095436928039,509,93.2065017104135
"V385",0,0,509,93.2065017104135
"V386",0,0,509,93.2065017104135
"V387",1,1.66899637535187,508,91.5375053350617
"V388",1,0.0987852480497651,507,91.4387200870119
"V389",0,0,507,91.4387200870119
"V390",1,10.4166426311028,506,81.0220774559091
"V391",0,0,506,81.0220774559091
"V392",0,0,506,81.0220774559091
"V393",1,0.0022472489619787,505,81.0198302069471
"V394",1,0.149547156912121,504,80.870283050035
"V395",1,0.222482675035806,503,80.6478003749992
"V396",0,0,503,80.6478003749992
"V397",1,0.206857175782602,502,80.4409431992166
"V398",1,0.146674341819036,501,80.2942688573975
"V399",1,0.403686489067795,500,79.8905823683297
"V400",1,0,499,79.902966852157
"V401",1,0.021374130248347,498,79.8815927219087
"V402",1,0.091975346230484,497,79.7896173756782
"V403",1,0.867121981760135,496,78.922495393918
"V404",1,0.735094866338201,495,78.1874005275798
"V405",1,0.097975406094875,494,78.089425121485
"V406",0,0,494,78.089425121485
"V407",1,0.827176039778635,493,77.2622490817063
"V408",0,0,493,77.2622490817063
"V409",0,0,493,77.2622490817063
"V410",1,0.28732946471564,492,76.9749196169907
"V411",1,0.0511566657117299,491,76.923762951279
"V412",0,0,491,76.923762951279
"V413",0,0,491,76.923762951279
"V414",1,0.789119196068597,490,76.1346437552104
"V415",1,0.102780448018464,489,76.0318633071919
"V416",1,0.401355067353833,488,75.6305082398381
"V417",1,0.415413132108839,487,75.2150951077292
"V418",1,0.0204274798481663,486,75.1946676278811
"V419",1,0,485,75.2127090020806
"V420",1,0.590757403819282,484,74.6219515982613
"V421",1,0.283890903138172,483,74.3380606951231
"V422",1,0,482,74.3449800511114
"V423",0,0,482,74.3449800511114
"V424",1,0.0218203877231815,481,74.3231596633882
"V425",0,0,481,74.3231596633882
"V426",0,0,481,74.3231596633882
"V427",0,0,481,74.3231596633882
"V428",0,0,481,74.3231596633882
"V429",0,0,481,74.3231596633882
"V430",1,0.257474986643373,480,74.0656846767449
"V431",0,0,480,74.0656846767449
"V432",0,0,480,74.0656846767449
"V433",1,0,479,74.0764681040853
"V434",0,0,479,74.0764681040853
"V435",0,0,479,74.0764681040853
"V436",0,0,479,74.0764681040853
"V437",1,0.212429733215615,478,73.8640383708696
"V438",0,0,478,73.8640383708696
"V439",0,0,478,73.8640383708696
"V440",0,0,478,73.8640383708696
"V441",0,0,478,73.8640383708696
"V442",1,0.209617569448397,477,73.6544208014212
"V443",0,0,477,73.6544208014212
"V444",0,0,477,73.6544208014212
"V445",0,0,477,73.6544208014212
"V446",1,0.0121795866674006,476,73.6422412147538
"V447",0,0,476,73.6422412147538
"V448",0,0,476,73.6422412147538
"V449",1,0.313479197236006,475,73.3287620175178
"V450",0,0,475,73.3287620175178
"V451",0,0,475,73.3287620175178
"V452",0,0,475,73.3287620175178
"V453",0,0,475,73.3287620175178
"V454",0,0,475,73.3287620175178
"V455",0,0,475,73.3287620175178
"V456",0,0,475,73.3287620175178
"V457",0,0,475,73.3287620175178
"V458",0,0,475,73.3287620175178
"V459",0,0,475,73.3287620175178
"V460",0,0,475,73.3287620175178
"V461",1,0.317738187054474,474,73.0110238304634
"V462",0,0,474,73.0110238304634
"V463",0,0,474,73.0110238304634
"V464",0,0,474,73.0110238304634
"V465",0,0,474,73.0110238304634
"V466",0,0,474,73.0110238304634
"V467",0,0,474,73.0110238304634
"V468",0,0,474,73.0110238304634
"V469",0,0,474,73.0110238304634
"V470",0,0,474,73.0110238304634
"V471",0,0,474,73.0110238304634
"V472",0,0,474,73.0110238304634
"V473",0,0,474,73.0110238304634
"V474",1,1.12509451006918,473,71.8859293203942
"V475",0,0,473,71.8859293203942
"V476",0,0,473,71.8859293203942
"V477",0,0,473,71.8859293203942
"V478",1,0.028078892652502,472,71.8578504277417
"V479",0,0,472,71.8578504277417
"V480",0,0,472,71.8578504277417
"V481",1,0,471,71.8604457933503
"V482",0,0,471,71.8604457933503
"V483",0,0,471,71.8604457933503
"V484",0,0,471,71.8604457933503
"V485",1,0.0813821838012245,470,71.779063609549
"V486",0,0,470,71.779063609549
"V487",0,0,470,71.779063609549
"V488",0,0,470,71.779063609549
"V489",0,0,470,71.779063609549
"V490",1,0.121160544411396,469,71.6579030651376
"V491",0,0,469,71.6579030651376
"V492",0,0,469,71.6579030651376
"V493",0,0,469,71.6579030651376
"V494",0,0,469,71.6579030651376
"V495",0,0,469,71.6579030651376
"V496",0,0,469,71.6579030651376
"V497",0,0,469,71.6579030651376
"V498",0,0,469,71.6579030651376
"V499",0,0,469,71.6579030651376
"V500",0,0,469,71.6579030651376
"V501",0,0,469,71.6579030651376
"V502",0,0,469,71.6579030651376
"V503",0,0,469,71.6579030651376
"V504",0,0,469,71.6579030651376
"V505",0,0,469,71.6579030651376
"V506",0,0,469,71.6579030651376
"V507",0,0,469,71.6579030651376
"V508",0,0,469,71.6579030651376
"V509",0,0,469,71.6579030651376
"V510",0,0,469,71.6579030651376
"V511",0,0,469,71.6579030651376
"V512",0,0,469,71.6579030651376
"V513",0,0,469,71.6579030651376
"V514",0,0,469,71.6579030651376
"V515",0,0,469,71.6579030651376
"V516",0,0,469,71.6579030651376
"V517",0,0,469,71.6579030651376
"V518",0,0,469,71.6579030651376
"V519",0,0,469,71.6579030651376
"V520",0,0,469,71.6579030651376
"V521",0,0,469,71.6579030651376
"V522",0,0,469,71.6579030651376
"V523",0,0,469,71.6579030651376
"V524",0,0,469,71.6579030651376
"V525",0,0,469,71.6579030651376
"V526",0,0,469,71.6579030651376
"V527",0,0,469,71.6579030651376
"V528",0,0,469,71.6579030651376
"V529",0,0,469,71.6579030651376
"V530",0,0,469,71.6579030651376
"V531",0,0,469,71.6579030651376
"V532",0,0,469,71.6579030651376
"V533",0,0,469,71.6579030651376
"V534",1,0.147304416736617,468,71.510598648401
"V535",1,0.110642729253726,467,71.3999559191473
"V536",1,0,466,71.4039197329908
"V537",1,0.257457072203223,465,71.1464626607876
"V538",0,0,465,71.1464626607876
"V539",0,0,465,71.1464626607876
"V540",1,0.328462216469021,464,70.8180004443186
"V541",0,0,464,70.8180004443186
"V542",1,0.104195442761167,463,70.7138050015574
"V543",0,0,463,70.7138050015574
"V544",1,0.131364947267272,462,70.5824400542902
"V545",0,0,462,70.5824400542902
"V546",0,0,462,70.5824400542902
"V547",1,0.0154191761016591,461,70.5670208781885
"V548",0,0,461,70.5670208781885
"V549",1,0.507270902331342,460,70.0597499758572
"V550",0,0,460,70.0597499758572
"V551",1,0.0133124306480426,459,70.0464375452091
"V552",0,0,459,70.0464375452091
"V553",0,0,459,70.0464375452091
"V554",0,0,459,70.0464375452091
"V555",0,0,459,70.0464375452091
"V556",0,0,459,70.0464375452091
"V557",0,0,459,70.0464375452091
"V558",0,0,459,70.0464375452091
"V559",0,0,459,70.0464375452091
"V560",0,0,459,70.0464375452091
"V561",1,0.105692275016381,458,69.9407452701927
"V562",0,0,458,69.9407452701927
"V563",0,0,458,69.9407452701927
"V564",0,0,458,69.9407452701927
"V565",0,0,458,69.9407452701927
"V566",1,0.0166766966539029,457,69.9240685735388
"V567",0,0,457,69.9240685735388
"V568",0,0,457,69.9240685735388
"V569",0,0,457,69.9240685735388
"V570",0,0,457,69.9240685735388
"V571",1,0.00469894008594451,456,69.9193696334529
"V572",0,0,456,69.9193696334529
"V573",0,0,456,69.9193696334529
"V574",0,0,456,69.9193696334529
"V575",0,0,456,69.9193696334529
"V576",0,0,456,69.9193696334529
"V577",0,0,456,69.9193696334529
"V578",0,0,456,69.9193696334529
"V579",0,0,456,69.9193696334529
"V580",0,0,456,69.9193696334529
"V581",0,0,456,69.9193696334529
"V582",0,0,456,69.9193696334529
"V583",0,0,456,69.9193696334529
"V584",0,0,456,69.9193696334529
"V585",0,0,456,69.9193696334529
"V586",0,0,456,69.9193696334529
"V587",0,0,456,69.9193696334529
"V588",0,0,456,69.9193696334529
"V589",0,0,456,69.9193696334529
"V590",0,0,456,69.9193696334529
"V591",0,0,456,69.9193696334529
"V592",0,0,456,69.9193696334529
"V593",0,0,456,69.9193696334529
"V594",0,0,456,69.9193696334529
"V595",0,0,456,69.9193696334529
"V596",0,0,456,69.9193696334529
"V597",0,0,456,69.9193696334529
"V598",0,0,456,69.9193696334529
"V599",0,0,456,69.9193696334529
"V600",0,0,456,69.9193696334529
"V601",0,0,456,69.9193696334529
"V602",0,0,456,69.9193696334529
"V603",0,0,456,69.9193696334529
"V604",0,0,456,69.9193696334529
"V605",0,0,456,69.9193696334529
"V606",0,0,456,69.9193696334529
"V607",0,0,456,69.9193696334529
"V608",0,0,456,69.9193696334529
"V609",0,0,456,69.9193696334529
"V610",0,0,456,69.9193696334529
"V611",0,0,456,69.9193696334529
"V612",0,0,456,69.9193696334529
"V613",0,0,456,69.9193696334529
"V614",0,0,456,69.9193696334529
"V615",0,0,456,69.9193696334529
"V616",0,0,456,69.9193696334529
"V617",0,0,456,69.9193696334529
"V618",0,0,456,69.9193696334529
"V619",0,0,456,69.9193696334529
"V620",0,0,456,69.9193696334529
"V621",0,0,456,69.9193696334529
"V622",0,0,456,69.9193696334529
"V623",0,0,456,69.9193696334529
"V624",0,0,456,69.9193696334529
"V625",0,0,456,69.9193696334529
"V626",0,0,456,69.9193696334529
"V627",0,0,456,69.9193696334529
"V628",0,0,456,69.9193696334529
"V629",0,0,456,69.9193696334529
"V630",0,0,456,69.9193696334529
"V631",0,0,456,69.9193696334529
"V632",0,0,456,69.9193696334529
"V633",0,0,456,69.9193696334529
"V634",0,0,456,69.9193696334529
"V635",0,0,456,69.9193696334529
"V636",0,0,456,69.9193696334529
"V637",0,0,456,69.9193696334529
"V638",0,0,456,69.9193696334529
"V639",0,0,456,69.9193696334529
"V640",0,0,456,69.9193696334529
"V641",0,0,456,69.9193696334529
"V642",0,0,456,69.9193696334529
"V643",0,0,456,69.9193696334529
"V644",0,0,456,69.9193696334529
"V645",0,0,456,69.9193696334529
"V646",0,0,456,69.9193696334529
"V647",0,0,456,69.9193696334529
"V648",0,0,456,69.9193696334529
"V649",0,0,456,69.9193696334529
"V650",0,0,456,69.9193696334529
"V651",0,0,456,69.9193696334529
"V652",0,0,456,69.9193696334529
"V653",0,0,456,69.9193696334529
"V654",0,0,456,69.9193696334529
"V655",0,0,456,69.9193696334529
"V656",0,0,456,69.9193696334529
"V657",0,0,456,69.9193696334529
"V658",0,0,456,69.9193696334529
"V659",0,0,456,69.9193696334529
"V660",0,0,456,69.9193696334529
"V661",1,0.115088392016204,455,69.8042812414367
"V662",0,0,455,69.8042812414367
"V663",0,0,455,69.8042812414367
"V664",0,0,455,69.8042812414367
"V665",0,0,455,69.8042812414367
"V666",0,0,455,69.8042812414367
"V667",0,0,455,69.8042812414367
"V668",0,0,455,69.8042812414367
"V669",0,0,455,69.8042812414367
"V670",0,0,455,69.8042812414367
"V671",0,0,455,69.8042812414367
"V672",0,0,455,69.8042812414367
"V673",0,0,455,69.8042812414367
"V674",0,0,455,69.8042812414367
"V675",0,0,455,69.8042812414367
"V676",0,0,455,69.8042812414367
"V677",0,0,455,69.8042812414367
"V678",0,0,455,69.8042812414367
"V679",0,0,455,69.8042812414367
"V680",0,0,455,69.8042812414367
"V681",0,0,455,69.8042812414367
"V682",0,0,455,69.8042812414367
"V683",0,0,455,69.8042812414367
"V684",0,0,455,69.8042812414367
"V685",0,0,455,69.8042812414367
"V686",0,0,455,69.8042812414367
"V687",0,0,455,69.8042812414367
"V688",0,0,455,69.8042812414367
"V689",1,0.0573229819396772,454,69.746958259497
"V690",0,0,454,69.746958259497
"V691",0,0,454,69.746958259497
"V692",1,0.135808379764953,453,69.6111498797321
"V693",0,0,453,69.6111498797321
"V694",0,0,453,69.6111498797321
"V695",0,0,453,69.6111498797321
"V696",0,0,453,69.6111498797321
"V697",1,0.128605698288638,452,69.4825441814434
"V698",0,0,452,69.4825441814434
"V699",0,0,452,69.4825441814434
"V700",0,0,452,69.4825441814434
"V701",0,0,452,69.4825441814434
"V702",0,0,452,69.4825441814434
"V703",0,0,452,69.4825441814434
"V704",0,0,452,69.4825441814434
"V705",0,0,452,69.4825441814434
"V706",0,0,452,69.4825441814434
"V707",0,0,452,69.4825441814434
"V708",0,0,452,69.4825441814434
"V709",0,0,452,69.4825441814434
"V710",0,0,452,69.4825441814434
"V711",0,0,452,69.4825441814434
"V712",0,0,452,69.4825441814434
"V713",1,0.368554343774193,451,69.1139898376692
"V714",1,0,450,69.1339913026733
"V715",0,0,450,69.1339913026733
"V716",0,0,450,69.1339913026733
"V717",0,0,450,69.1339913026733
"V718",0,0,450,69.1339913026733
"V719",0,0,450,69.1339913026733
"V720",0,0,450,69.1339913026733
"V721",0,0,450,69.1339913026733
"V722",0,0,450,69.1339913026733
"V723",0,0,450,69.1339913026733
"V724",0,0,450,69.1339913026733
"V725",0,0,450,69.1339913026733
"V726",0,0,450,69.1339913026733
"V727",0,0,450,69.1339913026733
"V728",0,0,450,69.1339913026733
"V729",0,0,450,69.1339913026733
"V730",0,0,450,69.1339913026733
"V731",0,0,450,69.1339913026733
"V732",0,0,450,69.1339913026733
"V733",0,0,450,69.1339913026733
"V734",0,0,450,69.1339913026733
"V735",0,0,450,69.1339913026733
"V736",0,0,450,69.1339913026733
"V737",0,0,450,69.1339913026733
