"","Df","Sum Sq","Mean Sq","F value","Pr(>F)"
"V55",1,0.00198322914608585,0.00198322914608585,0.056199165824887,0.812611741821318
"V56",1,0.00122491985310392,0.00122491985310392,0.0347108018670697,0.852206317721696
"V57",1,0.000252595501555794,0.000252595501555794,0.00715784986650256,0.932577663032426
"V58",1,0.000112493634089117,0.000112493634089117,0.0031877548839456,0.954976198447922
"V59",1,0.00122309953584494,0.00122309953584494,0.0346592191683717,0.85231491055834
"V60",1,0.00756278609784318,0.00756278609784318,0.214308200769273,0.643420388272177
"V61",1,0.0478871172983059,0.0478871172983059,1.35698693781037,0.244085054822172
"V62",1,0.00113439511299749,0.00113439511299749,0.0321455839795972,0.857711738609732
"V63",1,0.00308115286743757,0.00308115286743757,0.0873112525956467,0.767629033963752
"V64",1,5.62421073349183e-06,5.62421073349183e-06,0.000159374398197723,0.989927711595651
"V65",1,0.00261976535676884,0.00261976535676884,0.0742368212961778,0.785270000764884
"V66",1,0.00671346043902845,0.00671346043902845,0.190240687626243,0.662724740251546
"V67",1,0.00122938322168817,0.00122938322168817,0.0348372812462673,0.851940403850378
"V68",1,0.000565172041162543,0.000565172041162543,0.0160153945516434,0.899297295676056
"V69",1,0.0128477900425618,0.0128477900425618,0.364070427519829,0.546266433399943
"V70",1,0.00277145035223736,0.00277145035223736,0.0785351497219711,0.779297585414542
"V71",1,0.00132240097896316,0.00132240097896316,0.0374731442659661,0.846508400341956
"V72",1,0.000382243124417658,0.000382243124417658,0.0108317008031915,0.917111322572529
"V73",1,0.0132892616244965,0.0132892616244965,0.376580497114708,0.5394514092581
"V74",1,6.21657439635905e-05,6.21657439635905e-05,0.00176160327238659,0.96652219624404
"V75",1,0.0037885367212726,0.0037885367212726,0.10735653207431,0.74318009035078
"V76",1,0.000225264902349836,0.000225264902349836,0.00638337714362,0.936321360805973
"V77",1,0.00127545412549032,0.00127545412549032,0.0361428017745377,0.849224324595881
"V78",1,0.000217738325152406,0.000217738325152406,0.00617009500179237,0.937391993781248
"V79",1,0.00245701311242198,0.00245701311242198,0.0696248779983123,0.791888574948941
"V80",1,0.00763227187567031,0.00763227187567031,0.216277233323219,0.641900239721168
"V81",1,0.000500487174522097,0.000500487174522097,0.0141824063899568,0.905206251765119
"V83",1,0.00595324001891014,0.00595324001891014,0.168698167671847,0.681279210715733
"V84",1,0.0233780740522364,0.0233780740522364,0.662469217397862,0.415706794534291
"V85",1,0.00203915869451655,0.00203915869451655,0.0577840527619168,0.810037629415594
"V86",1,1.11719808222686e-06,1.11719808222686e-06,3.16582682370459e-05,0.995510771658548
"V87",1,0.00522684783679381,0.00522684783679381,0.148114245346368,0.700351281037983
"V88",1,0.000676811256154435,0.000676811256154435,0.0191789375886505,0.889857198873958
"V89",1,0.000222809014691643,0.000222809014691643,0.00631378415784604,0.936668697369156
"V91",1,0.00102150609846524,0.00102150609846524,0.0289466251199882,0.864905394341312
"V92",1,0.000200417652322902,0.000200417652322902,0.00567927558918688,0.939928853375459
"V93",1,0.000524167933613205,0.000524167933613205,0.0148534528545809,0.903000395848373
"V94",1,0.000178250466050413,0.000178250466050413,0.00505111954395254,0.943342329752797
"V95",1,0.00129120269932519,0.00129120269932519,0.0365890722996548,0.848307564144594
"V96",1,0.000221673394704954,0.000221673394704954,0.00628160386437266,0.936829959481877
"V98",1,0.0304906994732773,0.0304906994732773,0.864021123931853,0.352635793795499
"V99",1,0.000597492207014117,0.000597492207014117,0.0169312576347194,0.896473681881155
"V100",1,0.0016264207447506,0.0016264207447506,0.0460882139190378,0.830019415767158
"V101",1,0.00044645452591774,0.00044645452591774,0.0126512722873408,0.910446518666982
"V102",1,0.00197029494049655,0.00197029494049655,0.0558326466225242,0.813212469050039
"V103",1,0.022405541155992,0.022405541155992,0.634910355824015,0.425576678158644
"V104",1,3.90598535372425e-05,3.90598535372425e-05,0.00110684697750013,0.973460417612159
"V105",1,0.0049627526933773,0.0049627526933773,0.140630527800312,0.707662054460052
"V106",1,0.000122215181098041,0.000122215181098041,0.0034632363297015,0.953073211571128
"V107",1,0.000977926167629831,0.000977926167629831,0.0277116917969831,0.86779142698345
"V108",1,0.000638277350654874,0.000638277350654874,0.0180869945071743,0.89301918656252
"V109",1,1.23522782341373e-05,1.23522782341373e-05,0.000350029009086262,0.985073530696668
"V110",1,0.00633410396875324,0.00633410396875324,0.1794907865259,0.671819315764619
"V111",1,0.0107991317441546,0.0107991317441546,0.306017182559233,0.580145539869234
"V112",1,0.00565402136649417,0.00565402136649417,0.160219148140386,0.68896243283214
"V113",1,0.00128432666591577,0.00128432666591577,0.0363942247488533,0.848707117027504
"V114",1,0.260350409184874,0.260350409184874,7.37760225399823,0.0066142069235417
"V115",1,0.0016610740393215,0.0016610740393215,0.0470701913429841,0.828246056643676
"V116",1,0.000791855007331954,0.000791855007331954,0.0224389556568111,0.880927950234257
"V117",1,0.00030650388779857,0.00030650388779857,0.00868546272142108,0.925749646729285
"V118",1,0.000589334079341009,0.000589334079341009,0.0167000791192027,0.897178929477666
"V119",1,0.014761130457686,0.014761130457686,0.418289142226219,0.51780516033066
"V120",1,0.00428989344923919,0.00428989344923919,0.121563579176268,0.727351334921636
"V121",1,0.00206947987186638,0.00206947987186638,0.0586432701031161,0.808657715359668
"V122",1,0.00248625202350836,0.00248625202350836,0.0704534269412955,0.790682595188609
"V123",1,0.000473397587335375,0.000473397587335375,0.0134147632734571,0.907795587210344
"V124",1,0.00122055007342146,0.00122055007342146,0.0345869745355293,0.852467141923356
"V125",1,0.0114247292306344,0.0114247292306344,0.323744865188191,0.569377120583862
"V126",1,0.0041991273754001,0.0041991273754001,0.118991522565955,0.730137297403729
"V127",1,0.00340257925888887,0.00340257925888887,0.0964195773241924,0.756175092014513
"V128",1,0.000157888733058551,0.000157888733058551,0.00447412499385218,0.946671338086241
"V129",1,0.00691161461881229,0.00691161461881229,0.195855822735842,0.658095416798387
"V130",1,0.00497698912743082,0.00497698912743082,0.141033948514307,0.707262363954845
"V131",1,0.000606643513772334,0.000606643513772334,0.0171905800670437,0.89568837861049
"V132",1,0.00123710807840968,0.00123710807840968,0.0350561820751113,0.85148135824488
"V133",1,1.61016138248297e-06,1.61016138248297e-06,4.56274690786904e-05,0.994610601497998
"V134",1,0.0148546321423373,0.0148546321423373,0.420938718393953,0.516482256750035
"V135",1,0.00392853440038657,0.00392853440038657,0.111323674650423,0.738648372848817
"V136",1,0.00101749639940717,0.00101749639940717,0.028833001466001,0.865168253503894
"V137",1,0.00154303252080649,0.00154303252080649,0.0437252249348717,0.834369452937281
"V138",1,0.0312556931378137,0.0312556931378137,0.885698904279686,0.34666573890098
"V139",1,0.00442122291221089,0.00442122291221089,0.125285088756645,0.723378238645575
"V140",1,0.00185309520221162,0.00185309520221162,0.0525115339112131,0.81875342650852
"V141",1,0.00367719260965212,0.00367719260965212,0.104201351441284,0.74685093890014
"V142",1,0.133625092897576,0.133625092897576,3.78656131034479,0.0516905561881088
"V143",1,0.00252759219662225,0.00252759219662225,0.0716248917962983,0.788990373084125
"V144",1,0.00415722836724248,0.00415722836724248,0.117804221889179,0.731434711878895
"V145",1,0.0265870780368783,0.0265870780368783,0.75340341298567,0.385419339370191
"V146",1,0.0348286593554517,0.0348286593554517,0.98694677134944,0.320511123678204
"V147",1,0.000114567196821724,0.000114567196821724,0.00324651385090013,0.954563582651823
"V148",1,0.00438717349606994,0.00438717349606994,0.124320223558025,0.724401892708994
"V149",1,0.00530393605854554,0.00530393605854554,0.150298709892949,0.69825739830045
"V150",1,0.000748803565383104,0.000748803565383104,0.021218998230379,0.884186549126801
"V151",1,0.0121094614811127,0.0121094614811127,0.343148261596633,0.558029349236844
"V152",1,0.00808716497796322,0.00808716497796322,0.229167631257725,0.632151008821109
"V153",1,0.00198374786686453,0.00198374786686453,0.0562138649206094,0.812587693123842
"V154",1,0.00245229715948935,0.00245229715948935,0.0694912410852981,0.79208380539056
"V155",1,0.00121894715437617,0.00121894715437617,0.0345415522940257,0.852562938316507
"V156",1,1.79327197655185e-06,1.79327197655185e-06,5.08163110542536e-05,0.994312409771969
"V157",1,0.00236295644513688,0.00236295644513688,0.066959575175326,0.795820925666301
"V158",1,0.00333524381613468,0.00333524381613468,0.0945114792505515,0.75852392301714
"V159",1,0.014329291187122,0.014329291187122,0.406052025388751,0.523993140777793
"V160",1,0.000387067731659498,0.000387067731659498,0.0109684166753635,0.916591757489651
"V161",1,0.017785037163186,0.017785037163186,0.503978198741338,0.477772046164118
"V162",1,0.00242513815163268,0.00242513815163268,0.0687216307812195,0.793212057734926
"V163",1,0.000127976077752397,0.000127976077752397,0.00362648402451133,0.951981251020101
"V164",1,0.00570086079484581,0.00570086079484581,0.161546446504406,0.687744349251166
"V165",1,0.0027970735581828,0.0027970735581828,0.079261239696362,0.778306241040772
"V166",1,0.0124515559979353,0.0124515559979353,0.352842263178165,0.552520530567048
"V167",1,0.0109533313247351,0.0109533313247351,0.310386767292431,0.577454029818007
"V168",1,0.132161440340308,0.132161440340308,3.74508549150749,0.052988049010411
"V169",1,0.00110074196778223,0.00110074196778223,0.0311919479904255,0.859816014415085
"V170",1,0.000384295840056258,0.000384295840056258,0.0108898690218226,0.916889861516514
"V171",1,0.000239352890596011,0.000239352890596011,0.00678259131871843,0.934364700178531
"V172",1,0.00635098612919557,0.00635098612919557,0.179969179724212,0.6714078400333
"V173",1,4.10536997487547e-10,4.10536997487547e-10,1.16334700125747e-08,0.999913943228913
"V174",1,0.00873933172123674,0.00873933172123674,0.247648212295494,0.618745659713159
"V175",1,0.00382870188324029,0.00382870188324029,0.108494700400578,0.741870581177072
"V176",1,0.00246395482813394,0.00246395482813394,0.0698215868018189,0.791601566909571
"V177",1,0.000144832041964232,0.000144832041964232,0.00410413489493589,0.948920785315962
"V178",1,0.000466150540385599,0.000466150540385599,0.0132094022368492,0.908500942259959
"V179",1,0.00023011733104456,0.00023011733104456,0.00652088139793496,0.935640638432871
"V180",1,0.00299194291556816,0.00299194291556816,0.0847832921286304,0.770922309267877
"V181",1,0.0146143054390149,0.0146143054390149,0.414128531946854,0.519894546196892
"V182",1,0.000230498887411141,0.000230498887411141,0.00653169363794229,0.935587419552025
"V183",1,0.0323120687745935,0.0323120687745935,0.915633634566366,0.338644617033414
"V184",1,8.78454257880896e-05,8.78454257880896e-05,0.00248929361519627,0.960208683697194
"V185",1,0.000577891339190414,0.000577891339190414,0.0163758238749292,0.898176538469704
"V186",1,0.00012384966281403,0.00012384966281403,0.00350955296899449,0.952760823490955
"V187",1,0.000162232312318648,0.000162232312318648,0.00459720987871964,0.945943877334296
"V188",1,1.62913221613636e-05,1.62913221613636e-05,0.000461650494326436,0.982858309651365
"V189",1,3.88861095011694e-05,3.88861095011694e-05,0.00110192355757479,0.973519487674052
"V190",1,0.000907603188816666,0.000907603188816666,0.0257189353092011,0.872591521171482
"V191",1,0.00372179957948713,0.00372179957948713,0.105465388176348,0.745373034775898
"V192",1,0.00204598510491378,0.00204598510491378,0.0579774941353758,0.809726018228043
"V193",1,0.0010357265896293,0.0010357265896293,0.0293495940570965,0.863977412566527
"V194",1,0.00259081866474615,0.00259081866474615,0.0734165530239633,0.786430697506001
"V195",1,0.0112500734198694,0.0112500734198694,0.318795608118814,0.572343598035322
"V196",1,0.000796212888608246,0.000796212888608246,0.0225624458208069,0.880603200517524
"V197",1,0.00202818565711922,0.00202818565711922,0.0574731075796557,0.810539683761199
"V198",1,9.6145833494313e-05,9.6145833494313e-05,0.0027245039488165,0.958372824550187
"V199",1,0.00152781930602081,0.00152781930602081,0.043294124987517,0.835176201145712
"V200",1,0.00982342805285364,0.00982342805285364,0.27836846952393,0.597782983811609
"V201",1,0.00024043456444094,0.00024043456444094,0.00681324292945116,0.934216894955544
"V202",1,0.00104572992982033,0.00104572992982033,0.0296330607333037,0.863328551040385
"V203",1,0.000320458767064861,0.000320458767064861,0.00908090496040814,0.924083178355111
"V204",1,0.05872471586233,0.05872471586233,1.664094162432,0.19707795935292
"V205",1,0.000882249426150128,0.000882249426150128,0.0250004806035541,0.87436870147322
"V206",1,3.8577771932165e-05,3.8577771932165e-05,0.0010931861334578,0.973624643472341
"V207",1,0.000425683379016857,0.000425683379016857,0.0120626760924131,0.912545987006279
"V208",1,0.000442872916758935,0.000442872916758935,0.0125497795034974,0.910804949796627
"V209",1,0.000564061984826855,0.000564061984826855,0.0159839386605239,0.899395713193162
"V210",1,0.000361391918200496,0.000361391918200496,0.0102408359512101,0.919395869221414
"V211",1,3.7367087085111e-08,3.7367087085111e-08,1.0588787118391e-06,0.99917898055621
"V212",1,0.024150956860194,0.024150956860194,0.684370554000009,0.408103336611246
"V213",1,4.15797992507527e-05,4.15797992507527e-05,0.00117825518935642,0.97261802275231
"V214",1,0.00290431047333166,0.00290431047333166,0.0823000338714549,0.77420962218686
"V215",1,0.000395935518395797,0.000395935518395797,0.011219704943427,0.915645247690798
"V216",1,0.00571413583978538,0.00571413583978538,0.161922624140442,0.687400182422715
"V217",1,8.29143891984347e-06,8.29143891984347e-06,0.000234956183304818,0.987770552360714
"V218",1,0.00726226375366877,0.00726226375366877,0.205792238260515,0.650094337452398
"V219",1,0.010073066868038,0.010073066868038,0.285442535170134,0.593166530718764
"V220",1,0.00423994317188424,0.00423994317188424,0.120148128054238,0.728880371097174
"V221",1,0.0578071869786211,0.0578071869786211,1.63809396069714,0.200613576838477
"V222",1,5.73716384219073e-06,5.73716384219073e-06,0.000162575173306709,0.989827077057871
"V223",1,0.00149215722762062,0.00149215722762062,0.042283561451968,0.837083919547877
"V224",1,0.12176803451595,0.12176803451595,3.45056544647827,0.0632562453355046
"V225",1,0.00088508247365305,0.00088508247365305,0.0250807612442056,0.874168829978475
"V226",1,0.00431999082076159,0.00431999082076159,0.122416454486425,0.726434834803098
"V227",1,0.0059029957365814,0.0059029957365814,0.167274385271352,0.682553381080881
"V228",1,0.00237872567438134,0.00237872567438134,0.0674064310169665,0.795155883902498
"V229",1,0.0010677427453951,0.0010677427453951,0.0302568423448238,0.861911863248838
"V230",1,0.00715765832776491,0.00715765832776491,0.202828013128913,0.652456452353577
"V231",1,2.95318003467315e-06,2.95318003467315e-06,8.36848605250166e-05,0.992701261550061
"V232",1,0.0145551102486551,0.0145551102486551,0.41245110585334,0.520741121668384
"V233",1,4.0078476906933e-05,4.0078476906933e-05,0.00113571191415121,0.973116717566554
"V234",1,0.0023182677758937,0.0023182677758937,0.0656932233075916,0.797718561797857
"V235",1,0.00981225424927116,0.00981225424927116,0.278051835189635,0.59799136320288
"V236",1,4.74132653653805e-05,4.74132653653805e-05,0.00134355929965394,0.970761062957046
"V237",1,0.00107396865920451,0.00107396865920451,0.0304332673249009,0.861513914562866
"V238",1,0.00743131222314591,0.00743131222314591,0.210582598964592,0.646320017139977
"V239",1,0.000758755004455757,0.000758755004455757,0.0215009941740873,0.883424985106104
"V240",1,0.00731404324222324,0.00731404324222324,0.207259524110637,0.648932678639699
"V241",1,0.000155811897555295,0.000155811897555295,0.00441527328573321,0.947022716800559
"V242",1,0.00658545475069996,0.00658545475069996,0.186613364520842,0.665758638967033
"V243",1,0.00314347110322645,0.00314347110322645,0.089077177059759,0.765359140330731
"V245",1,0.000525975518055422,0.000525975518055422,0.0149046747408723,0.902834116961199
"V246",1,0.000458747907411759,0.000458747907411759,0.0129996323275784,0.909227199940729
"V247",1,0.000123980914975592,0.000123980914975592,0.00351327228806917,0.952735828074737
"V248",1,0.00112324052951463,0.00112324052951463,0.0318294942891557,0.858405603753686
"V249",1,1.62808279086733e-07,1.62808279086733e-07,4.61353116563352e-06,0.998286252611904
"V250",1,0.000139079115840993,0.000139079115840993,0.00394111306268,0.949944173126391
"V251",1,0.0009773771416532,0.0009773771416532,0.027696133936731,0.867828202888838
"V252",1,0.00114322033082081,0.00114322033082081,0.0323956659637552,0.857165261625129
"V253",1,1.58136395369966e-06,1.58136395369966e-06,4.48114305091093e-05,0.99465901238765
"V254",1,0.0106441322685854,0.0106441322685854,0.301624931039799,0.582876424179154
"V255",1,0.00149867258585447,0.00149867258585447,0.0424681884772994,0.83673362449156
"V256",1,0.000559904109833735,0.000559904109833735,0.0158661161150663,0.899765227358811
"V257",1,0.00424673196328592,0.00424673196328592,0.120340503410604,0.72867196774063
"V258",1,0.00141170910430785,0.00141170910430785,0.0400038866946267,0.841476597109308
"V259",1,0.000328424061967186,0.000328424061967186,0.00930661913465945,0.923148366369375
"V260",1,0.00433225277681664,0.00433225277681664,0.122763924017637,0.726062471339458
"V261",1,0.00191898933804662,0.00191898933804662,0.054378789378887,0.815616093216529
"V262",1,0.0088611562631789,0.0088611562631789,0.251100379004349,0.616311134562536
"V263",1,0.00366021897042627,0.00366021897042627,0.103720365990163,0.747415903220707
"V264",1,0.00103370492784308,0.00103370492784308,0.0292923058177673,0.864108937897539
"V265",1,0.0133404578775003,0.0133404578775003,0.378031255700952,0.538671198019841
"V266",1,0.000731386218830065,0.000731386218830065,0.0207254393548978,0.885532007773948
"V267",1,0.227642589830661,0.227642589830661,6.45075415513598,0.0111038630267057
"V268",1,0.000356525320622632,0.000356525320622632,0.010102930190385,0.919938589018418
"V269",1,0.00141315752090248,0.00141315752090248,0.0400449307689063,0.841396374555186
"V270",1,0.246804342003286,0.246804342003286,6.99374460582096,0.00819086321431614
"V271",1,0.0698059539047797,0.0698059539047797,1.97810544827951,0.159617757428918
"V272",1,0.00142467140178605,0.00142467140178605,0.0403712019425326,0.840760177560948
"V273",1,0.000156886040545232,0.000156886040545232,0.00444571149310337,0.946840691407794
"V274",1,0.00858984027373962,0.00858984027373962,0.243412042882658,0.621762176702042
"V275",1,0.0960598996083439,0.0960598996083439,2.72206882289215,0.098997580793736
"V276",1,0.000966241313218983,0.000966241313218983,0.0273805757118999,0.868576428098535
"V277",1,0.000766952862306663,0.000766952862306663,0.0217332985316958,0.882801443175081
"V278",1,0.00062537487300079,0.00062537487300079,0.0177213743857351,0.894099552226394
"V279",1,0.0285851456041693,0.0285851456041693,0.810023058156344,0.368132698104484
"V280",1,0.00116176367529704,0.00116176367529704,0.0329211324703486,0.85602406810458
"V281",1,0.000595358443032853,0.000595358443032853,0.0168707927327937,0.896657664622007
"V282",1,4.44601216685475e-05,4.44601216685475e-05,0.00125987546884166,0.971685882686322
"V283",1,0.0449975964992422,0.0449975964992422,1.27510600193287,0.258835055656706
"V284",1,0.00344041939793892,0.00344041939793892,0.0974918610053333,0.754866302761107
"V285",1,0.000502900001508259,0.000502900001508259,0.0142507791567496,0.904979109078534
"V286",1,0.000435959540964335,0.000435959540964335,0.0123538737739667,0.911500983530646
"V287",1,0.0037672502839628,0.0037672502839628,0.106753333990743,0.743877212449394
"V288",1,0.0418263273285178,0.0418263273285178,1.1852411054066,0.276314908788032
"V289",1,0.00230517777747898,0.00230517777747898,0.065322289372394,0.798278093918119
"V290",1,0.000267204513714977,0.000267204513714977,0.00757182840170716,0.930660141212669
"V291",1,9.63451343268179e-05,9.63451343268179e-05,0.0027301515768564,0.958329741582822
"V292",1,0.00163457814887928,0.00163457814887928,0.0463193719313296,0.82960020058278
"V293",1,0.00431065554823743,0.00431065554823743,0.122151918978947,0.726718720438684
"V294",1,0.00318912205056489,0.00318912205056489,0.0903707971966956,0.763711847049305
"V295",1,0.000832508270934653,0.000832508270934653,0.0235909554179279,0.877933037313364
"V296",1,0.00131038209723659,0.00131038209723659,0.0371325627812122,0.847198879642264
"V297",1,3.95528074613703e-05,3.95528074613703e-05,0.00112081591264853,0.973293533793787
"V298",1,8.01866148017182e-05,8.01866148017182e-05,0.00227226433772017,0.96198146524223
"V299",1,0.0146428062779013,0.0146428062779013,0.41493616598848,0.519487807973527
"V300",1,0.00367572328446199,0.00367572328446199,0.1041597148759,0.746899788116938
"V301",1,0.00263597951078407,0.00263597951078407,0.0746962850611242,0.784622858136341
"V302",1,2.57963560113343e-06,2.57963560113343e-06,7.30996562863161e-05,0.993178454403562
"V303",1,0.00118950669832932,0.00118950669832932,0.0337072921306943,0.854334135430139
"V304",1,0.000621993697501658,0.000621993697501658,0.0176255613310844,0.894384540200863
"V306",1,0.234716327462892,0.234716327462892,6.65120409052549,0.0099214653471086
"V307",1,0.000206971685644976,0.000206971685644976,0.00586499855832336,0.93895642347014
"V308",1,0.00234070488214742,0.00234070488214742,0.0663290281299806,0.796763389731261
"V309",1,4.93089591149752e-05,4.93089591149752e-05,0.00139727795722659,0.970182537857549
"V310",1,0.00118969532006908,0.00118969532006908,0.0337126371431213,0.85432271587146
"V311",1,0.000815818777790566,0.000815818777790566,0.0231180218718528,0.879153288388247
"V312",1,0.00184651931805418,0.00184651931805418,0.052325191750531,0.819069717268674
"V313",1,0.00215918256640668,0.00215918256640668,0.0611851935189547,0.804636919862058
"V314",1,0.00028589364339435,0.00028589364339435,0.00810142605311667,0.928282521721099
"V315",1,0.103290922980777,0.103290922980777,2.92697579614486,0.0871380978956651
"V316",1,0.00826589599296832,0.00826589599296832,0.234232368214695,0.62841261606887
"V317",1,0.000153035827047553,0.000153035827047553,0.00433660721372933,0.947496092848691
"V318",1,0.0011215074836699,0.0011215074836699,0.0317803846181918,0.858513725543605
"V319",1,0.00955334457749891,0.00955334457749891,0.270715059403381,0.60286274593987
"V320",1,0.00128450672941856,0.00128450672941856,0.0363993272447862,0.848696639773443
"V321",1,0.000883090353545858,0.000883090353545858,0.0250243101334158,0.874309339762302
"V322",1,0.00945503051802298,0.00945503051802298,0.267929113995957,0.604734512710698
"V324",1,0.0236444930804407,0.0236444930804407,0.670018787337627,0.413062394687024
"V325",1,0.000880490092377128,0.000880490092377128,0.0249506260062448,0.874492988063843
"V326",1,0.00322183013629749,0.00322183013629749,0.0912976528439762,0.762539481129542
"V327",1,0.0745984871823025,0.0745984871823025,2.11391243403118,0.14599361124131
"V328",1,0.00104414483933019,0.00104414483933019,0.0295881437031772,0.863431153420718
"V329",1,0.00345685814797006,0.00345685814797006,0.0979576891930528,0.754300191609916
"V330",1,0.00812777606109667,0.00812777606109667,0.230318435742345,0.631297143859408
"V331",1,7.50139052485159e-05,7.50139052485159e-05,0.00212568421987644,0.963227265109885
"V332",1,0.00168264180375699,0.00168264180375699,0.0476813614502681,0.827152104637779
"V333",1,0.0285631558662612,0.0285631558662612,0.809399930501335,0.36831697733267
"V334",1,0.052862429626161,0.052862429626161,1.49797337051562,0.221009087091184
"V335",1,0.0175623029821989,0.0175623029821989,0.497666535161328,0.480541830872898
"V336",1,0.310113687898751,0.310113687898751,8.78775435767762,0.00303895175034402
"V337",1,0.186720990304398,0.186720990304398,5.29115050462742,0.0214522659916305
"V338",1,0.0779500317123487,0.0779500317123487,2.20888582991199,0.137245764367874
"V339",1,0.0852609336428247,0.0852609336428247,2.41605633803567,0.120125062659996
"V340",1,0.0034244802466837,0.0034244802466837,0.0970401900492724,0.755416628052234
"V341",1,0.00138952311400417,0.00138952311400417,0.0393751977957536,0.842710788275015
"V342",1,0.00648529799208394,0.00648529799208394,0.183775202174825,0.668156973754467
"V343",1,0.00129466453776803,0.00129466453776803,0.0366871711164721,0.848106820815518
"V344",1,2.37104738597316e-09,2.37104738597316e-09,6.71888498038455e-08,0.999793186440734
"V345",1,0.000644713798902487,0.000644713798902487,0.0182693854442503,0.89248439808422
"V346",1,0.000185814554095866,0.000185814554095866,0.00526546463827483,0.94215474583324
"V347",1,0.00128985519114792,0.00128985519114792,0.0365508876876275,0.848385778178939
